ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion
6201,Arranged,20,Female,School,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,High,2,No,Yes,No
6202,Love,32,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,Yes,2,Middle,25,Yes,No,No
6203,Arranged,23,Male,School,Same,Hindu,Yes,Urban,Yes,High,Yes,5,Low,34,Yes,No,No
6204,Arranged,21,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,No,1,High,20,Yes,No,No
6205,Love,24,Female,Graduate,Same,Hindu,No,Urban,Yes,Medium,Yes,0,Low,38,No,No,No
6206,Arranged,26,Male,Graduate,Same,Hindu,Partial,Urban,No,Low,No,4,High,47,No,No,No
6207,Arranged,38,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,29,No,No,No
6208,Arranged,32,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,3,Low,33,No,No,No
6209,Arranged,33,Male,Graduate,Different,Hindu,Yes,Rural,No,Low,No,2,Low,2,No,No,No
6210,Arranged,36,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,5,Low,2,No,Yes,Yes
6211,Love,30,Female,School,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,2,Middle,45,Yes,No,No
6212,Love,26,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,Yes,5,Middle,24,No,Yes,No
6213,Love,31,Male,Graduate,Different,Christian,No,Urban,Yes,Medium,No,3,High,27,Yes,No,No
6214,Arranged,37,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,4,Low,1,No,Yes,No
6215,Love,27,Male,School,Same,Muslim,Yes,Urban,No,Low,No,0,Low,27,Yes,No,No
6216,Arranged,37,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,High,No,3,High,6,No,No,No
6217,Arranged,35,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,2,High,27,Yes,Yes,No
6218,Arranged,29,Male,Graduate,Different,Sikh,No,Urban,No,High,Yes,2,High,48,Yes,No,No
6219,Arranged,22,Female,Postgraduate,Different,Hindu,Yes,Rural,No,Medium,Yes,3,Low,46,No,No,No
6220,Arranged,19,Female,School,Different,Hindu,Yes,Urban,No,Medium,Yes,3,Low,24,No,No,No
6221,Love,18,Female,School,Same,Hindu,Yes,Urban,No,High,No,3,High,25,Yes,No,No
6222,Love,24,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,Yes,1,Middle,24,Yes,No,No
6223,Love,24,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Low,37,Yes,Yes,No
6224,Love,24,Male,School,Different,Hindu,Yes,Urban,Yes,High,No,5,High,12,Yes,No,Yes
6225,Arranged,24,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,3,Low,45,No,No,No
6226,Arranged,28,Male,Postgraduate,Same,Muslim,Yes,Urban,Not Disclosed,Medium,No,3,Middle,42,No,Yes,No
6227,Arranged,24,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,2,Low,9,Yes,Yes,Yes
6228,Love,19,Female,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,2,Middle,35,Yes,No,No
6229,Arranged,38,Male,Graduate,Different,Sikh,Partial,Rural,No,Medium,Yes,3,Middle,21,Yes,Yes,Yes
6230,Love,27,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,4,High,22,Yes,No,No
6231,Arranged,35,Male,Postgraduate,Same,Hindu,Partial,Rural,Yes,Low,No,2,Middle,23,No,Yes,Yes
6232,Love,24,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,High,No,3,Middle,17,No,Yes,No
6233,Arranged,33,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,3,Low,38,Yes,Yes,Yes
6234,Love,18,Male,Graduate,Same,Christian,Yes,Rural,No,Low,No,0,High,43,No,No,No
6235,Love,19,Female,Graduate,Same,Christian,Partial,Rural,No,High,No,2,Middle,28,Yes,Yes,No
6236,Arranged,31,Female,Graduate,Same,Muslim,Yes,Urban,Yes,High,Yes,0,Middle,39,Yes,No,No
6237,Love,23,Female,PhD,Same,Hindu,Partial,Urban,Not Disclosed,Medium,No,1,Middle,44,Yes,No,Yes
6238,Arranged,32,Female,PhD,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,High,42,No,Yes,No
6239,Arranged,30,Male,Graduate,Same,Sikh,Partial,Urban,Yes,High,Yes,4,Middle,19,Yes,No,No
6240,Arranged,24,Female,Graduate,Different,Muslim,Yes,Rural,No,Medium,No,3,Low,8,Yes,No,No
6241,Arranged,28,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,1,Middle,19,No,No,No
6242,Love,28,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,0,Middle,7,Yes,No,No
6243,Love,18,Male,School,Different,Hindu,Yes,Rural,No,High,No,0,Middle,3,No,Yes,No
6244,Arranged,27,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,0,Low,19,No,No,No
6245,Love,38,Female,School,Same,Hindu,Partial,Urban,No,High,Yes,3,High,8,Yes,Yes,No
6246,Love,19,Male,Postgraduate,Different,Hindu,Partial,Rural,Not Disclosed,High,No,0,Middle,30,Yes,No,Yes
6247,Love,39,Male,School,Same,Muslim,Yes,Urban,Yes,Medium,Yes,1,High,4,No,No,No
6248,Arranged,28,Male,PhD,Same,Hindu,Partial,Urban,Not Disclosed,Medium,No,2,Low,38,Yes,No,No
6249,Arranged,39,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,0,High,44,Yes,Yes,No
6250,Arranged,18,Female,School,Same,Christian,Yes,Urban,No,Medium,No,4,Low,8,Yes,No,No
6251,Arranged,35,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,3,Middle,33,Yes,Yes,No
6252,Arranged,22,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,0,High,23,Yes,No,No
6253,Arranged,35,Female,School,Same,Hindu,Partial,Rural,No,High,No,5,Middle,38,Yes,Yes,No
6254,Arranged,25,Female,Graduate,Same,Others,Yes,Urban,No,Medium,No,5,High,12,Yes,No,No
6255,Arranged,21,Female,School,Different,Sikh,Partial,Urban,No,Medium,No,3,Middle,43,Yes,No,Yes
6256,Arranged,30,Female,School,Same,Hindu,Yes,Urban,No,Low,No,2,Middle,43,Yes,No,Yes
6257,Love,20,Male,School,Different,Hindu,Yes,Rural,Not Disclosed,Low,No,5,Middle,33,No,No,No
6258,Love,38,Female,Postgraduate,Same,Muslim,Partial,Rural,Yes,Medium,No,2,Low,43,Yes,Yes,No
6259,Arranged,20,Male,School,Same,Muslim,No,Urban,No,High,No,5,Middle,39,Yes,No,No
6260,Arranged,34,Male,Postgraduate,Same,Hindu,Partial,Urban,Yes,High,Yes,2,Middle,45,No,No,Yes
6261,Love,23,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,4,Middle,44,Yes,No,Yes
6262,Love,33,Female,Postgraduate,Same,Muslim,Yes,Urban,Yes,Medium,No,3,Middle,42,No,Yes,Yes
6263,Arranged,26,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,4,High,49,Yes,Yes,No
6264,Arranged,29,Female,Graduate,Same,Hindu,Partial,Rural,No,Medium,No,4,High,36,Yes,No,No
6265,Arranged,37,Male,School,Same,Hindu,Partial,Rural,Yes,Medium,No,5,Middle,6,No,No,No
6266,Love,28,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Low,No,2,Low,28,Yes,No,No
6267,Love,25,Male,School,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Low,22,Yes,No,Yes
6268,Arranged,36,Male,PhD,Same,Muslim,No,Urban,No,High,No,0,Middle,14,No,No,No
6269,Love,34,Male,School,Different,Hindu,Partial,Urban,No,High,No,2,Low,7,No,No,Yes
6270,Arranged,25,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Middle,5,No,Yes,No
6271,Arranged,35,Female,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,1,Middle,12,No,No,No
6272,Love,29,Male,School,Same,Sikh,Yes,Rural,No,Low,No,1,Middle,29,Yes,No,No
6273,Love,25,Female,School,Same,Christian,Yes,Urban,No,Low,No,3,High,35,No,Yes,No
6274,Love,22,Female,Graduate,Different,Hindu,Yes,Rural,No,Low,No,0,High,18,No,No,Yes
6275,Arranged,39,Male,PhD,Different,Hindu,Yes,Urban,No,Medium,No,1,Middle,4,No,No,No
6276,Love,37,Male,School,Different,Christian,Partial,Rural,Yes,Low,No,2,High,13,No,No,No
6277,Arranged,27,Male,Graduate,Same,Sikh,Yes,Rural,No,High,No,2,Middle,35,No,No,No
6278,Arranged,21,Male,School,Different,Christian,Yes,Urban,No,High,No,3,Low,28,Yes,Yes,No
6279,Love,22,Female,Graduate,Same,Hindu,Yes,Rural,No,High,Yes,3,Middle,39,No,No,Yes
6280,Arranged,31,Male,PhD,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,28,No,No,No
6281,Arranged,35,Male,School,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,5,Low,31,Yes,Yes,No
6282,Arranged,36,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,0,Middle,42,No,Yes,No
6283,Love,35,Female,Graduate,Different,Hindu,Partial,Urban,No,Medium,No,2,High,40,No,No,No
6284,Arranged,22,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Middle,25,No,No,No
6285,Love,18,Female,Graduate,Different,Hindu,No,Urban,No,Medium,No,1,Low,2,Yes,No,No
6286,Love,28,Female,Postgraduate,Same,Sikh,Partial,Rural,Not Disclosed,Medium,No,2,Middle,20,Yes,No,No
6287,Arranged,20,Female,School,Same,Hindu,Partial,Urban,Yes,Medium,No,1,Middle,3,Yes,No,No
6288,Arranged,36,Female,Postgraduate,Different,Christian,Partial,Urban,No,Medium,No,3,Middle,35,No,Yes,Yes
6289,Arranged,37,Male,School,Same,Hindu,Yes,Rural,No,High,Yes,4,High,19,No,No,No
6290,Arranged,29,Male,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,2,High,46,No,Yes,No
6291,Arranged,31,Female,Graduate,Same,Muslim,Partial,Rural,No,High,No,3,Middle,41,No,No,Yes
6292,Arranged,31,Male,Graduate,Different,Hindu,Yes,Rural,Not Disclosed,High,Yes,0,Middle,9,No,No,Yes
6293,Arranged,21,Male,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,0,Middle,4,No,No,No
6294,Love,18,Female,Graduate,Same,Hindu,Partial,Urban,Yes,High,Yes,1,Low,30,Yes,No,No
6295,Love,23,Male,Graduate,Different,Hindu,Yes,Urban,No,High,No,5,Middle,32,Yes,No,No
6296,Love,18,Female,Postgraduate,Same,Muslim,No,Urban,Yes,Low,No,0,High,2,No,No,Yes
6297,Arranged,19,Male,School,Different,Hindu,Yes,Urban,No,Medium,No,4,High,22,Yes,No,No
6298,Arranged,19,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Middle,27,Yes,Yes,No
6299,Arranged,35,Male,Postgraduate,Same,Sikh,Yes,Rural,No,Low,No,4,Middle,21,Yes,Yes,No
6300,Arranged,27,Female,Postgraduate,Different,Muslim,No,Urban,Not Disclosed,High,Yes,0,Middle,21,Yes,No,No
6301,Arranged,34,Female,School,Same,Hindu,Partial,Urban,No,Low,No,4,Middle,10,Yes,No,No
6302,Love,27,Female,Graduate,Different,Hindu,No,Urban,No,Low,No,1,Middle,11,No,No,Yes
6303,Arranged,28,Female,Graduate,Same,Hindu,Yes,Rural,No,Low,No,2,Middle,47,Yes,No,No
6304,Love,29,Female,Postgraduate,Same,Muslim,Yes,Urban,No,High,No,4,High,23,Yes,No,No
6305,Arranged,20,Male,Graduate,Same,Christian,Yes,Urban,Yes,Medium,No,2,Middle,33,Yes,No,No
6306,Arranged,22,Female,School,Same,Muslim,No,Rural,No,High,Yes,0,Low,5,Yes,No,Yes
6307,Arranged,30,Female,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Middle,33,Yes,Yes,No
6308,Love,28,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,14,Yes,No,No
6309,Arranged,18,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,2,Middle,20,No,No,No
6310,Love,20,Male,School,Same,Muslim,Yes,Urban,No,High,No,4,Middle,23,Yes,No,No
6311,Arranged,30,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,21,No,Yes,No
6312,Arranged,39,Male,PhD,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,1,High,26,Yes,Yes,No
6313,Arranged,26,Female,Graduate,Same,Christian,Yes,Urban,Yes,Medium,No,4,Low,2,No,Yes,Yes
6314,Arranged,30,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,High,No,1,High,39,No,No,No
6315,Arranged,35,Male,PhD,Different,Hindu,Yes,Urban,No,High,No,1,High,7,Yes,No,Yes
6316,Love,30,Female,PhD,Same,Hindu,Partial,Urban,Yes,Medium,No,2,Middle,6,No,No,No
6317,Love,29,Male,School,Same,Muslim,Yes,Urban,No,Low,No,2,Middle,37,No,No,No
6318,Arranged,31,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,9,Yes,No,Yes
6319,Arranged,25,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,1,Middle,43,No,Yes,No
6320,Love,36,Male,School,Same,Sikh,Yes,Rural,No,High,No,4,High,8,No,No,No
6321,Love,39,Female,Postgraduate,Same,Christian,Yes,Urban,No,Low,Yes,4,Middle,36,No,Yes,No
6322,Love,27,Male,Graduate,Same,Sikh,Yes,Urban,No,Medium,No,5,Low,31,No,No,Yes
6323,Arranged,37,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,5,Middle,48,No,No,No
6324,Love,28,Male,School,Different,Christian,Yes,Rural,No,Medium,No,5,Middle,2,Yes,No,No
6325,Arranged,24,Male,PhD,Same,Hindu,Yes,Rural,No,High,No,1,Middle,36,Yes,No,No
6326,Arranged,34,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,4,Middle,19,No,Yes,No
6327,Love,22,Female,School,Same,Muslim,Partial,Urban,Yes,Medium,No,5,Low,28,Yes,Yes,No
6328,Love,29,Male,School,Same,Muslim,No,Urban,No,High,Yes,4,High,45,No,No,Yes
6329,Love,20,Male,Postgraduate,Different,Muslim,Partial,Urban,No,Medium,No,2,Middle,41,No,No,No
6330,Arranged,37,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Low,33,No,No,No
6331,Love,26,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,1,High,41,Yes,No,No
6332,Arranged,32,Male,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,0,Low,21,No,No,No
6333,Love,33,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,38,No,Yes,Yes
6334,Arranged,26,Male,Graduate,Same,Hindu,Partial,Rural,Yes,Medium,No,1,Low,47,No,No,No
6335,Arranged,21,Male,School,Same,Muslim,Yes,Urban,Yes,High,No,3,Middle,39,Yes,Yes,No
6336,Love,18,Female,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,2,Low,8,No,No,Yes
6337,Arranged,20,Female,Graduate,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,4,High,24,No,No,No
6338,Love,26,Female,Graduate,Different,Hindu,Yes,Rural,No,Low,No,0,Low,20,No,Yes,Yes
6339,Arranged,19,Female,School,Different,Hindu,Yes,Urban,No,Low,No,0,Low,29,No,No,No
6340,Arranged,25,Male,Graduate,Same,Hindu,No,Urban,No,Low,No,3,Middle,28,No,No,Yes
6341,Arranged,33,Male,Graduate,Different,Hindu,Yes,Urban,No,High,No,0,Low,28,Yes,Yes,No
6342,Love,26,Female,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,3,High,9,Yes,No,No
6343,Arranged,33,Male,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,3,Middle,33,No,Yes,Yes
6344,Love,23,Male,School,Same,Hindu,Partial,Urban,Yes,Medium,No,1,Low,35,Yes,No,Yes
6345,Arranged,26,Male,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,2,Middle,40,No,No,No
6346,Arranged,39,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Low,38,Yes,No,No
6347,Arranged,27,Male,Postgraduate,Same,Muslim,Yes,Urban,No,High,No,4,Middle,32,No,No,Yes
6348,Arranged,21,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,1,Middle,22,No,No,No
6349,Love,37,Female,School,Same,Hindu,Yes,Rural,No,High,No,0,Low,39,No,No,No
6350,Love,33,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,1,Low,42,No,Yes,Yes
6351,Arranged,26,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,1,Middle,41,No,No,No
6352,Love,25,Male,Graduate,Same,Muslim,Yes,Urban,Yes,Medium,No,5,Low,25,Yes,No,No
6353,Love,33,Female,Graduate,Same,Muslim,Yes,Urban,Yes,Low,No,4,Low,36,No,No,No
6354,Arranged,18,Male,Graduate,Same,Others,No,Rural,No,Low,No,2,Middle,42,Yes,No,No
6355,Arranged,37,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,1,Low,40,Yes,No,No
6356,Arranged,21,Male,Graduate,Same,Sikh,Yes,Rural,Yes,Medium,No,0,Low,22,No,No,No
6357,Arranged,34,Female,Graduate,Same,Others,Yes,Urban,No,High,No,5,High,48,Yes,No,No
6358,Love,28,Male,Graduate,Same,Muslim,Yes,Urban,No,Low,No,5,Middle,5,No,No,No
6359,Arranged,30,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Low,42,No,No,Yes
6360,Arranged,39,Female,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,Medium,No,1,Low,17,No,No,No
6361,Love,31,Male,Postgraduate,Different,Hindu,Partial,Rural,Yes,Medium,Yes,1,Middle,18,Yes,Yes,No
6362,Love,29,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Low,Yes,2,Middle,20,No,No,No
6363,Arranged,23,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,3,Middle,7,No,Yes,No
6364,Arranged,24,Male,Postgraduate,Different,Hindu,Partial,Urban,No,Low,No,0,High,7,Yes,Yes,Yes
6365,Arranged,32,Male,Postgraduate,Same,Others,Yes,Rural,Yes,High,No,4,Low,39,Yes,No,No
6366,Arranged,34,Female,School,Different,Hindu,Yes,Urban,No,High,No,2,High,36,Yes,Yes,No
6367,Love,28,Male,Graduate,Same,Christian,Yes,Rural,No,Low,No,0,Middle,6,Yes,No,No
6368,Arranged,36,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,High,32,Yes,No,Yes
6369,Arranged,36,Male,School,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Low,47,No,No,No
6370,Arranged,32,Male,PhD,Different,Sikh,Yes,Urban,Yes,Medium,Yes,5,Low,34,Yes,No,No
6371,Arranged,24,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,High,No,5,Low,5,No,Yes,No
6372,Love,34,Male,Postgraduate,Same,Hindu,Partial,Rural,No,High,No,2,Low,49,Yes,No,Yes
6373,Arranged,25,Female,Graduate,Same,Muslim,No,Rural,No,Low,No,4,High,47,Yes,Yes,No
6374,Love,33,Female,Postgraduate,Same,Sikh,Partial,Urban,No,High,No,5,Low,15,Yes,Yes,No
6375,Arranged,35,Female,School,Same,Hindu,Yes,Urban,No,High,No,3,High,45,Yes,No,No
6376,Love,29,Female,School,Same,Hindu,No,Rural,Yes,Low,No,2,Middle,45,Yes,No,Yes
6377,Arranged,35,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,45,Yes,No,No
6378,Love,21,Male,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,4,Middle,24,No,No,No
6379,Arranged,18,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,3,Middle,7,Yes,No,No
6380,Love,39,Female,PhD,Same,Hindu,Partial,Urban,Yes,High,Yes,5,Low,39,Yes,No,No
6381,Love,37,Female,Postgraduate,Same,Others,Yes,Rural,No,High,No,0,Middle,28,Yes,Yes,No
6382,Arranged,19,Male,Graduate,Same,Hindu,Yes,Rural,No,Low,No,4,Middle,6,Yes,No,No
6383,Arranged,18,Female,Graduate,Different,Christian,Yes,Urban,No,High,No,0,Middle,16,No,Yes,No
6384,Arranged,23,Female,Postgraduate,Same,Hindu,No,Rural,No,Medium,No,5,Middle,44,No,No,No
6385,Arranged,25,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,3,Low,26,No,Yes,No
6386,Arranged,28,Female,Postgraduate,Same,Christian,Partial,Rural,No,Medium,No,5,Middle,46,No,Yes,No
6387,Arranged,29,Female,School,Same,Muslim,Yes,Urban,Yes,Medium,No,3,Middle,26,Yes,No,No
6388,Arranged,27,Female,School,Same,Hindu,No,Urban,No,High,No,4,Middle,7,Yes,No,No
6389,Love,19,Female,Postgraduate,Different,Others,Yes,Urban,Yes,Medium,No,1,Middle,3,Yes,No,No
6390,Arranged,30,Female,Graduate,Same,Hindu,No,Urban,Not Disclosed,Medium,No,1,Low,33,Yes,No,No
6391,Love,33,Female,Graduate,Same,Christian,No,Rural,No,Low,No,3,Middle,25,No,Yes,No
6392,Love,32,Male,Graduate,Same,Muslim,Yes,Rural,No,High,No,0,High,7,Yes,No,No
6393,Arranged,30,Male,School,Same,Hindu,No,Rural,No,Medium,No,3,High,6,Yes,Yes,No
6394,Love,33,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,4,High,15,Yes,No,Yes
6395,Arranged,38,Male,School,Same,Hindu,Yes,Urban,Yes,High,No,5,High,41,No,No,No
6396,Arranged,19,Male,School,Same,Christian,Yes,Urban,No,High,No,1,Middle,37,No,No,No
6397,Love,38,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,2,Middle,29,Yes,Yes,No
6398,Love,25,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,2,Low,17,No,No,No
6399,Arranged,36,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,High,8,No,No,Yes
6400,Love,28,Female,School,Same,Hindu,No,Rural,Yes,High,No,1,Middle,37,Yes,No,Yes
6401,Arranged,37,Male,Graduate,Different,Muslim,No,Rural,No,Medium,No,5,Low,3,No,No,No
6402,Arranged,29,Male,PhD,Same,Christian,Yes,Urban,Yes,Medium,No,3,Middle,16,No,No,No
6403,Arranged,28,Female,Graduate,Same,Muslim,Yes,Urban,No,High,No,2,Middle,33,No,Yes,Yes
6404,Arranged,34,Female,PhD,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,48,No,No,No
6405,Love,19,Female,School,Same,Hindu,No,Urban,Not Disclosed,Medium,No,3,High,22,Yes,No,No
6406,Arranged,30,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,2,Low,49,Yes,Yes,No
6407,Love,22,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,5,Low,42,No,No,No
6408,Love,35,Male,Postgraduate,Different,Hindu,Yes,Rural,Not Disclosed,Low,No,3,Low,36,Yes,Yes,No
6409,Arranged,34,Male,Graduate,Same,Hindu,Yes,Rural,No,High,No,3,High,22,No,Yes,No
6410,Love,27,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,High,No,2,Low,5,No,Yes,No
6411,Arranged,19,Female,Graduate,Same,Christian,Yes,Urban,No,Low,No,4,Low,31,Yes,No,Yes
6412,Love,21,Female,PhD,Same,Hindu,Partial,Rural,No,Medium,No,3,Low,7,No,Yes,No
6413,Arranged,34,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,Yes,3,High,32,No,No,No
6414,Arranged,23,Female,School,Same,Hindu,Partial,Urban,No,Medium,No,4,High,7,Yes,No,No
6415,Arranged,37,Male,School,Same,Hindu,Partial,Urban,No,Medium,No,1,High,40,Yes,No,No
6416,Arranged,37,Female,School,Different,Hindu,Yes,Rural,Yes,Medium,No,1,Middle,1,Yes,No,No
6417,Love,18,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,5,Low,35,No,No,No
6418,Arranged,29,Female,School,Same,Christian,Yes,Rural,Yes,High,No,0,High,11,Yes,Yes,No
6419,Arranged,30,Female,School,Same,Sikh,Yes,Rural,No,Medium,No,1,Middle,18,No,No,No
6420,Arranged,37,Female,Graduate,Same,Muslim,Yes,Rural,No,Medium,Yes,1,High,48,No,No,Yes
6421,Arranged,27,Male,Postgraduate,Different,Hindu,Partial,Urban,No,Medium,No,0,Low,18,Yes,No,No
6422,Love,38,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,Yes,5,Middle,31,No,Yes,No
6423,Arranged,32,Female,PhD,Different,Muslim,No,Rural,No,Low,No,1,Middle,10,Yes,No,No
6424,Arranged,35,Female,PhD,Same,Hindu,No,Urban,No,Medium,Yes,5,Low,24,No,No,No
6425,Arranged,30,Male,Graduate,Different,Muslim,Partial,Urban,No,Low,No,2,High,24,Yes,No,No
6426,Love,37,Male,Graduate,Different,Hindu,Partial,Urban,Yes,High,No,3,Low,33,No,No,No
6427,Love,21,Female,Graduate,Same,Muslim,No,Urban,No,Medium,No,1,Middle,21,No,No,No
6428,Love,39,Female,Graduate,Same,Christian,No,Urban,Not Disclosed,High,No,1,Middle,16,Yes,Yes,No
6429,Love,26,Female,Postgraduate,Same,Hindu,No,Urban,Yes,High,No,1,Low,28,Yes,No,No
6430,Love,27,Male,Graduate,Same,Christian,Yes,Urban,No,Medium,No,4,Middle,44,Yes,No,No
6431,Arranged,37,Female,School,Different,Others,No,Urban,Not Disclosed,High,No,4,Low,37,Yes,Yes,No
6432,Arranged,28,Female,PhD,Same,Christian,Partial,Rural,Yes,High,Yes,3,Middle,25,Yes,No,Yes
6433,Love,29,Female,Graduate,Same,Others,Partial,Urban,No,Low,No,0,Middle,39,Yes,No,No
6434,Arranged,18,Male,Graduate,Same,Muslim,Yes,Urban,Yes,Medium,No,1,Low,8,No,No,No
6435,Arranged,31,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,1,Middle,23,Yes,No,Yes
6436,Arranged,21,Male,PhD,Same,Muslim,Yes,Rural,Not Disclosed,Medium,No,5,Low,2,Yes,No,No
6437,Arranged,30,Male,School,Different,Muslim,Yes,Urban,No,Low,No,4,Middle,34,No,No,No
6438,Arranged,28,Female,School,Same,Christian,Yes,Urban,No,Low,No,4,Middle,16,Yes,No,No
6439,Love,18,Male,Graduate,Same,Christian,Yes,Rural,No,High,No,5,Middle,2,No,No,No
6440,Arranged,34,Male,Graduate,Different,Hindu,Partial,Urban,No,Medium,No,3,Low,20,Yes,Yes,No
6441,Arranged,20,Male,Graduate,Different,Muslim,Yes,Urban,Yes,Medium,No,3,Middle,21,Yes,No,No
6442,Arranged,25,Male,School,Same,Hindu,No,Rural,No,High,Yes,5,High,18,Yes,No,No
6443,Love,38,Female,Graduate,Same,Muslim,No,Urban,No,Medium,No,1,Middle,23,No,No,No
6444,Love,20,Female,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,3,High,11,No,Yes,No
6445,Arranged,35,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,5,Low,31,No,No,No
6446,Love,29,Male,PhD,Different,Hindu,Yes,Urban,No,Medium,Yes,0,High,12,Yes,No,No
